MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2001-03-18,Leiria,Farense,2.0,0.0,1.95,3.1,3.45,,,,,,,,
2001-03-19,Porto,Sp Lisbon,2.0,2.0,1.92,3.15,3.55,,,,,,,,
2001-03-31,Campomaiorense,Benfica,1.0,1.0,3.8,3.2,1.83,,,,,,,,
2001-03-31,Maritimo,Boavista,1.0,1.0,3.2,3.1,2.1,,,,,,,,
2001-03-31,Salgueiros,Sp Braga,3.0,4.0,2.5,3.0,2.6,,,,,,,,
2001-04-01,Alverca,Porto,1.0,3.0,3.35,3.15,2.0,,,,,,,,
2001-04-01,Gil Vicente,Aves,1.0,0.0,1.63,3.3,4.85,,,,,,,,
2001-04-01,Pacos Ferreira,Belenenses,2.0,2.0,2.05,3.0,3.35,,,,,,,,
2001-04-01,Farense,Est Amadora,2.0,0.0,1.5,3.5,6.0,,,,,,,,
2001-04-01,Guimaraes,Leiria,0.0,1.0,2.1,3.0,3.22,,,,,,,,
2001-04-02,Sp Lisbon,Beira Mar,2.0,1.0,1.33,4.15,8.25,,,,,,,,
2001-04-06,Sp Braga,Pacos Ferreira,2.0,2.0,1.57,3.4,5.4,,,,,,,,
2001-04-07,Leiria,Sp Lisbon,2.0,0.0,3.05,3.0,2.2,,,,,,,,
2001-04-08,Aves,Salgueiros,0.0,3.0,2.8,3.0,2.35,,,,,,,,
2001-04-08,Beira Mar,Alverca,0.0,0.0,1.75,3.2,4.3,,,,,,,,
2001-04-08,Belenenses,Campomaiorense,1.0,1.0,1.52,3.5,5.8,,,,,,,,
2001-04-08,Boavista,Farense,1.0,0.0,1.28,4.5,8.8,,,,,,,,
2001-04-08,Est Amadora,Guimaraes,0.0,2.0,2.36,3.0,2.75,,,,,,,,
2001-04-08,Benfica,Maritimo,3.0,0.0,1.33,4.1,7.7,,,,,,,,
2001-04-09,Porto,Gil Vicente,2.0,0.0,1.2,5.5,10.0,,,,,,,,
2001-04-13,Farense,Benfica,2.0,2.0,3.05,3.0,2.2,,,,,,,,
2001-04-14,Alverca,Leiria,0.0,1.0,2.1,3.05,3.2,,,,,,,,
2001-04-14,Aves,Sp Braga,2.0,1.0,3.95,3.25,1.8,,,,,,,,
2001-04-14,Campomaiorense,Pacos Ferreira,2.0,1.0,2.45,2.9,2.75,,,,,,,,
2001-04-14,Gil Vicente,Beira Mar,3.0,0.0,2.37,3.05,2.7,,,,,,,,
2001-04-14,Maritimo,Belenenses,1.0,2.0,2.1,3.05,3.2,,,,,,,,
2001-04-14,Salgueiros,Porto,0.0,1.0,3.55,3.1,1.95,,,,,,,,
2001-04-14,Sp Lisbon,Est Amadora,1.0,0.0,1.2,5.5,10.0,,,,,,,,
2001-04-16,Guimaraes,Boavista,1.0,2.0,3.55,3.1,1.95,,,,,,,,
2001-04-18,Maritimo,Porto,0.0,1.0,3.4,3.05,2.0,,,,,,,,
2001-04-20,Sp Braga,Campomaiorense,4.0,0.0,1.4,3.85,6.7,,,,,,,,
